Risikoanalyse;;;;;;;;;;Risikobewertung;;;;;Maßnahmen;;;;Risikostatus;;;zusätzliche Spalten, frei konfigurierbar;;;;;;;;;;;Punkte Risikobewertung;;
ID;Kategorie;Risikokommunikation;Teilprojekt;Programmrisiko?;Keyword;Risikobeschreibung;Auswirkung, Folgen;Ursache;aufgenommen am;Dringlichkeit;Eintrittswahrscheinlichkeit;Auswirkung;Risikowert;Risikowert €;Strategie;Maßnahmen;Eigentümer;Status Maßnahmen;Status;aktualisiert am;Bemerkungen, Updates;Maßnahme;aktualisiert am2;dolor;sit;amet;consetetur;sadipscing ;elitr;sed ;diam ;;Score Zeit;Score Wahrsch;Score Ausw
DDS-apt-WP3-001;Organisatorisch;intern;;ja;T-Kapazität;T-Kapazität wird kurzfristig abgezogen;bdr ist nicht lieferfähig gegenüber Konsortium;Unzureichende Kapazitäten-Planung;11.04.2025;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; PROBLEM ;vermeiden;Feinplanung laufend aktualisisieren und regelmäßig mit ICW-Programmleitung und T-Führungskräften teilen;GPL;;PROBLEM;28.05.2026;unilateraler FDI-Abzug;"MSC als neue Ressource für das WP3 dtc rulebook gewonnen; bringt sowohl Kapazität als auch ISO-spezifisches Know-How ein";19.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-002;ProjMgmt;extern;;;Verzettelung;Zu viele Anwendungsfälle (experimentations) sollen pilotiert werden.;WP3 fokussiert sich nicht auf Anwendungsfälle. Aber Partner können nicht alle Anwendungsfälle umsetzen. Deshalb fehlen zur Pilotierung umgesetzte Komponenten und Pilotierung scheitert.;Zum Einen fehlt einigen Konsortialpartnern, z.B. ANTS, ownership in Umsetzung der Piloten. Zum Anderen sind bei Konsortialpartnern mit Umsetzungs-Ownership, z.B. Thales, Kapazitäten begrenzt;05.12.2025;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; -   ;vermeiden;"Use‑Case‑Priorisierung (experimentations) anstoßen und sorgen damit dafür, dass die Top 1/2/3 der Use-Cases mit ausreichend Partnern gefüllt werden und Interoperabilitätstest ermöglichen

In WP3 Meetings wird WP3L früh darauf hingewiesen, dass XPs priorisiert werden.";GPL;in Planung;Behandeln;05.06.2026;Dringlichkeit erhöht, weil WP3L Multianwendungsfall (Gefahr: Vielzahl von Use-Cases) pusht, die Fokus gefährden.;WP3L stellt sicher, dass es zu XPs kommt und dass sie pilotierbar sind;12.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-003;Organisatorisch;intern;;ja;GENIS-Entwicklung;Verzögerung bei der Entwicklung des GENIS-Produkts;Bundesdruckerei ist nicht lieferfähig gegenüber Konsortium;Abhängigkeit von der Entwicklung des GENIS-Produkts;19.06.2026;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; BEOBACHTEN ;vermeiden;Regelmäßige Abstimmung mit GENIS-Entwicklungsteam, Pufferzeiten einplanen, alternative Lösungen prüfen;GPL;;BEOBACHTEN;19.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-004;Organisatorisch;intern;;ja;Expertise-Abzug;Kurzfristiger Abzug von Expertise;Verzögerung bei der Entwicklung und Teilnahme an den Tests;Hohe Wahrscheinlichkeit, dass Expertise kurzfristig abgezogen wird;19.06.2026;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; BEOBACHTEN ;vermeiden;Expertise breiter streuen, KI einsetzen, um Wissen zu sichern, Notfallpläne für den Abzug von Expertise erstellen;GPL;;BEOBACHTEN;19.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-005;ProjMgmt;extern;;;Fristen-ANTS;Konsortiums-Leitung hält Fristen nicht ein;Verzögerung bei der Teilnahme an den Tests;Externe Abhängigkeit von der Konsortiums-Leitung;19.06.2026;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; BEOBACHTEN ;vermeiden;Regelmäßige Abstimmung mit ANTS, Pufferzeiten einplanen, alternative Zeitpläne erstellen;GPL;;BEOBACHTEN;19.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-006;ProjMgmt;extern;;;Scope-Änderung;Kurzfristige Änderungen des Scopes;Anpassungen des eigenen Scopes und mögliche Verzögerungen;Externe Entscheidungen der Konsortiums-Leitung;19.06.2026;3 - kurzfristig;3 - eher hoch;3 - eher hoch;53; BEOBACHTEN ;vermeiden;Flexible Planung, regelmäßige Abstimmung mit ANTS, Pufferzeiten für Scope-Anpassungen einplanen;GPL;;BEOBACHTEN;19.06.2026;;;;;;;;;;10,5;21;21
DDS-apt-WP3-007;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-008;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-009;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-010;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-011;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-012;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-013;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-014;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-015;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-016;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-017;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-018;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-019;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-020;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-021;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-022;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-023;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-024;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-025;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-026;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-027;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-028;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-029;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-030;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-031;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-032;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-033;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-034;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-035;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-036;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-037;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-038;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-039;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-040;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-041;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-042;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-043;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-044;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-045;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-046;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-047;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-048;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-049;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-050;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-051;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-052;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-053;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-054;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-055;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-056;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-057;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-058;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-059;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-060;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-061;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-062;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-063;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-064;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-065;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-066;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-067;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-068;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-069;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-070;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-071;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-072;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-073;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-074;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-075;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-076;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-077;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-078;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-079;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-080;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-081;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-082;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-083;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-084;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-085;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-086;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-087;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-088;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-089;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-090;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-091;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-092;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-093;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-094;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-095;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-096;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-097;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-098;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-099;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-100;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-101;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-102;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-103;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-104;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-105;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-106;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-107;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-108;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-109;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-110;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-111;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-112;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-113;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-114;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-115;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-116;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-117;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-118;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-119;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-120;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-121;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-122;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-123;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-124;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-125;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-126;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-127;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-128;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-129;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-130;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-131;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-132;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-133;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-134;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-135;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-136;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-137;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-138;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-139;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-140;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-141;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-142;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-143;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-144;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-145;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-146;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-147;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-148;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-149;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
DDS-apt-WP3-150;;;;;;;;;;;;;0;  ;;;;;;;;;;;;;;;;;;;;;
